Dataset,Site,DateTime,Variable,Value,Units,ShortName,SiteID,Type,State,Longitude,Latitude
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-15T18:00:00-07:00,Average gage height,238.32,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-15T19:00:00-07:00,Average gage height,238.32,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-15T20:00:00-07:00,Average gage height,238.26,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-15T21:00:00-07:00,Average gage height,238.15,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-15T22:00:00-07:00,Average gage height,238.01,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-15T23:00:00-07:00,Average gage height,237.84,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20191,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-16T00:00:00-07:00,Average gage height,237.65,FEET,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T00:00:00-07:00,Average flow,6154.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T01:00:00-07:00,Average flow,5695.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T02:00:00-07:00,Average flow,5278.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T03:00:00-07:00,Average flow,4925.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T04:00:00-07:00,Average flow,4641.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T05:00:00-07:00,Average flow,4432.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T06:00:00-07:00,Average flow,4293.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T07:00:00-07:00,Average flow,4217.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T08:00:00-07:00,Average flow,4199.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T09:00:00-07:00,Average flow,4224.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T10:00:00-07:00,Average flow,4295.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T11:00:00-07:00,Average flow,4416.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T12:00:00-07:00,Average flow,4591.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T13:00:00-07:00,Average flow,4819.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T14:00:00-07:00,Average flow,5082.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T15:00:00-07:00,Average flow,5352.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T16:00:00-07:00,Average flow,5601.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T17:00:00-07:00,Average flow,5799.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T18:00:00-07:00,Average flow,5934.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T19:00:00-07:00,Average flow,6001.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T20:00:00-07:00,Average flow,6001.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T21:00:00-07:00,Average flow,5939.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T22:00:00-07:00,Average flow,5834.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-10T23:00:00-07:00,Average flow,5698.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T00:00:00-07:00,Average flow,5544.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T01:00:00-07:00,Average flow,5394.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T02:00:00-07:00,Average flow,5251.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T03:00:00-07:00,Average flow,5142.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T04:00:00-07:00,Average flow,5058.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T05:00:00-07:00,Average flow,5017.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T06:00:00-07:00,Average flow,5023.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T07:00:00-07:00,Average flow,5084.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T08:00:00-07:00,Average flow,5226.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T09:00:00-07:00,Average flow,5443.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T10:00:00-07:00,Average flow,5744.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T11:00:00-07:00,Average flow,6117.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T12:00:00-07:00,Average flow,6542.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T13:00:00-07:00,Average flow,6969.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T14:00:00-07:00,Average flow,7377.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T15:00:00-07:00,Average flow,7723.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T16:00:00-07:00,Average flow,7973.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T17:00:00-07:00,Average flow,8121.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T18:00:00-07:00,Average flow,8161.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T19:00:00-07:00,Average flow,8114.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T20:00:00-07:00,Average flow,7977.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T21:00:00-07:00,Average flow,7775.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T22:00:00-07:00,Average flow,7509.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-11T23:00:00-07:00,Average flow,7208.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T00:00:00-07:00,Average flow,6888.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T01:00:00-07:00,Average flow,6575.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T02:00:00-07:00,Average flow,6272.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T03:00:00-07:00,Average flow,6011.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T04:00:00-07:00,Average flow,5798.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T05:00:00-07:00,Average flow,5649.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T06:00:00-07:00,Average flow,5575.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T07:00:00-07:00,Average flow,5576.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T08:00:00-07:00,Average flow,5659.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T09:00:00-07:00,Average flow,5804.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T10:00:00-07:00,Average flow,6002.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T11:00:00-07:00,Average flow,6239.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T12:00:00-07:00,Average flow,6497.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T13:00:00-07:00,Average flow,6736.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T14:00:00-07:00,Average flow,6934.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T15:00:00-07:00,Average flow,7084.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T16:00:00-07:00,Average flow,7166.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T17:00:00-07:00,Average flow,7181.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T18:00:00-07:00,Average flow,7129.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T19:00:00-07:00,Average flow,7015.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T20:00:00-07:00,Average flow,6850.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T21:00:00-07:00,Average flow,6654.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T22:00:00-07:00,Average flow,6437.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-12T23:00:00-07:00,Average flow,6217.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T00:00:00-07:00,Average flow,6011.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T01:00:00-07:00,Average flow,5817.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T02:00:00-07:00,Average flow,5651.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T03:00:00-07:00,Average flow,5517.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T04:00:00-07:00,Average flow,5414.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T05:00:00-07:00,Average flow,5362.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T06:00:00-07:00,Average flow,5370.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T07:00:00-07:00,Average flow,5450.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T08:00:00-07:00,Average flow,5580.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T09:00:00-07:00,Average flow,5747.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T10:00:00-07:00,Average flow,5936.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T11:00:00-07:00,Average flow,6144.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T12:00:00-07:00,Average flow,6362.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T13:00:00-07:00,Average flow,6564.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T14:00:00-07:00,Average flow,6720.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T15:00:00-07:00,Average flow,6827.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T16:00:00-07:00,Average flow,6860.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T17:00:00-07:00,Average flow,6829.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T18:00:00-07:00,Average flow,6738.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T19:00:00-07:00,Average flow,6599.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T20:00:00-07:00,Average flow,6417.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T21:00:00-07:00,Average flow,6218.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T22:00:00-07:00,Average flow,6014.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-13T23:00:00-07:00,Average flow,5811.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T00:00:00-07:00,Average flow,5623.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T01:00:00-07:00,Average flow,5467.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T02:00:00-07:00,Average flow,5330.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T03:00:00-07:00,Average flow,5220.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T04:00:00-07:00,Average flow,5140.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T05:00:00-07:00,Average flow,5070.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T06:00:00-07:00,Average flow,5003.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T07:00:00-07:00,Average flow,4937.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T08:00:00-07:00,Average flow,4880.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T09:00:00-07:00,Average flow,4826.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T10:00:00-07:00,Average flow,4786.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T11:00:00-07:00,Average flow,4757.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T12:00:00-07:00,Average flow,4742.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T13:00:00-07:00,Average flow,4744.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T14:00:00-07:00,Average flow,4757.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T15:00:00-07:00,Average flow,4786.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T16:00:00-07:00,Average flow,4827.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T17:00:00-07:00,Average flow,4874.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T18:00:00-07:00,Average flow,4914.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
DSET-71.RSET-OBSERVED-HOURLY-20189,COLORADO RIVER BELOW MCINTYRE PARK,2017-11-14T19:00:00-07:00,Average flow,4933.0,CFS,mcintyre,bmplc,Stream gage,AZ,-114.5692,33.5164
